,Total,,,,,,,,,,,,,,,,,,,,,,Homens,,,,,,,,,,,,,,,,,,,,,,Mulheres,,,,,,,,,,,,,,,,,,,,,,Total,,,,,,,,,,,,,,,,,,,,,,Homens,,,,,,,,,,,,,,,,,,,,,,Mulheres,,,,,,,,,,,,,,,,,,,,,,Total,,,,,,,,,,,,,,,,,,,,,,Homens,,,,,,,,,,,,,,,,,,,,,,Mulheres,,,,,,,,,,,,,,,,,,,,,
,Total,0 a 4 anos,5 a 9 anos,10 a 14 anos,15 a 19 anos,20 a 24 anos,25 a 29 anos,30 a 34 anos,35 a 39 anos,40 a 44 anos,45 a 49 anos,50 a 54 anos,55 a 59 anos,60 a 64 anos,65 a 69 anos,70 a 74 anos,75 a 79 anos,80 a 84 anos,85 a 89 anos,90 a 94 anos,95 a 99 anos,100 anos ou mais,Total,0 a 4 anos,5 a 9 anos,10 a 14 anos,15 a 19 anos,20 a 24 anos,25 a 29 anos,30 a 34 anos,35 a 39 anos,40 a 44 anos,45 a 49 anos,50 a 54 anos,55 a 59 anos,60 a 64 anos,65 a 69 anos,70 a 74 anos,75 a 79 anos,80 a 84 anos,85 a 89 anos,90 a 94 anos,95 a 99 anos,100 anos ou mais,Total,0 a 4 anos,5 a 9 anos,10 a 14 anos,15 a 19 anos,20 a 24 anos,25 a 29 anos,30 a 34 anos,35 a 39 anos,40 a 44 anos,45 a 49 anos,50 a 54 anos,55 a 59 anos,60 a 64 anos,65 a 69 anos,70 a 74 anos,75 a 79 anos,80 a 84 anos,85 a 89 anos,90 a 94 anos,95 a 99 anos,100 anos ou mais,Total,0 a 4 anos,5 a 9 anos,10 a 14 anos,15 a 19 anos,20 a 24 anos,25 a 29 anos,30 a 34 anos,35 a 39 anos,40 a 44 anos,45 a 49 anos,50 a 54 anos,55 a 59 anos,60 a 64 anos,65 a 69 anos,70 a 74 anos,75 a 79 anos,80 a 84 anos,85 a 89 anos,90 a 94 anos,95 a 99 anos,100 anos ou mais,Total,0 a 4 anos,5 a 9 anos,10 a 14 anos,15 a 19 anos,20 a 24 anos,25 a 29 anos,30 a 34 anos,35 a 39 anos,40 a 44 anos,45 a 49 anos,50 a 54 anos,55 a 59 anos,60 a 64 anos,65 a 69 anos,70 a 74 anos,75 a 79 anos,80 a 84 anos,85 a 89 anos,90 a 94 anos,95 a 99 anos,100 anos ou mais,Total,0 a 4 anos,5 a 9 anos,10 a 14 anos,15 a 19 anos,20 a 24 anos,25 a 29 anos,30 a 34 anos,35 a 39 anos,40 a 44 anos,45 a 49 anos,50 a 54 anos,55 a 59 anos,60 a 64 anos,65 a 69 anos,70 a 74 anos,75 a 79 anos,80 a 84 anos,85 a 89 anos,90 a 94 anos,95 a 99 anos,100 anos ou mais,Total,0 a 4 anos,5 a 9 anos,10 a 14 anos,15 a 19 anos,20 a 24 anos,25 a 29 anos,30 a 34 anos,35 a 39 anos,40 a 44 anos,45 a 49 anos,50 a 54 anos,55 a 59 anos,60 a 64 anos,65 a 69 anos,70 a 74 anos,75 a 79 anos,80 a 84 anos,85 a 89 anos,90 a 94 anos,95 a 99 anos,100 anos ou mais,Total,0 a 4 anos,5 a 9 anos,10 a 14 anos,15 a 19 anos,20 a 24 anos,25 a 29 anos,30 a 34 anos,35 a 39 anos,40 a 44 anos,45 a 49 anos,50 a 54 anos,55 a 59 anos,60 a 64 anos,65 a 69 anos,70 a 74 anos,75 a 79 anos,80 a 84 anos,85 a 89 anos,90 a 94 anos,95 a 99 anos,100 anos ou mais,Total,0 a 4 anos,5 a 9 anos,10 a 14 anos,15 a 19 anos,20 a 24 anos,25 a 29 anos,30 a 34 anos,35 a 39 anos,40 a 44 anos,45 a 49 anos,50 a 54 anos,55 a 59 anos,60 a 64 anos,65 a 69 anos,70 a 74 anos,75 a 79 anos,80 a 84 anos,85 a 89 anos,90 a 94 anos,95 a 99 anos,100 anos ou mais
    Amapá,733759,65666,67283,65505,67547,69969,63353,58303,56799,51759,42773,35341,27506,21649,15660,10277,6718,4068,2198,976,256,154,364516,33442,34327,33372,34245,35130,31018,28667,27481,25108,20799,17515,13580,10637,7597,5136,3148,1775,990,428,103,16,369243,32223,32956,32133,33302,34839,32335,29636,29318,26650,21974,17826,13925,11012,8063,5141,3570,2293,1208,548,153,138,11081,1702,2377,1633,990,709,824,369,626,462,425,274,186,164,125,62,90,34,9,19,-,-,7200,1171,1848,1077,639,404,543,140,355,224,236,143,135,93,80,34,32,28,-,19,-,-,3881,531,529,555,351,305,282,230,272,238,189,131,51,71,45,29,58,6,9,-,-,-,1.5,2.6,3.5,2.5,1.5,1,1.3,0.6,1.1,0.9,1,0.8,0.7,0.8,0.8,0.6,1.3,0.8,0.4,1.9,-,-,2,3.5,5.4,3.2,1.9,1.1,1.7,0.5,1.3,0.9,1.1,0.8,1,0.9,1.1,0.7,1,1.6,-,4.4,-,-,1.1,1.6,1.6,1.7,1.1,0.9,0.9,0.8,0.9,0.9,0.9,0.7,0.4,0.6,0.6,0.6,1.6,0.3,0.7,-,-,-
    Tocantins,1511460,114336,116944,118891,125308,123348,118037,114911,119021,115440,98711,83818,73284,58661,46016,34229,22828,15304,7842,3252,963,318,757269,58688,59443,60741,63397,61761,58260,56110,58271,57272,49487,41776,36679,29410,23091,17609,11504,7717,3881,1576,482,114,754191,55648,57502,58150,61911,61587,59776,58801,60750,58168,49224,42041,36606,29251,22925,16620,11324,7586,3961,1676,481,204,14734,1744,2115,1614,1193,787,925,735,971,1025,728,651,635,532,291,299,207,146,76,46,10,3,8991,1342,1573,1087,795,380,514,383,577,549,397,291,290,242,164,168,116,74,19,23,4,3,5743,402,542,527,398,407,411,353,394,475,331,359,346,290,128,131,91,72,57,22,7,-,1,1.5,1.8,1.4,1,0.6,0.8,0.6,0.8,0.9,0.7,0.8,0.9,0.9,0.6,0.9,0.9,1,1,1.4,1.1,1,1.2,2.3,2.6,1.8,1.3,0.6,0.9,0.7,1,1,0.8,0.7,0.8,0.8,0.7,1,1,1,0.5,1.5,0.8,2.7,0.8,0.7,0.9,0.9,0.6,0.7,0.7,0.6,0.6,0.8,0.7,0.9,0.9,1,0.6,0.8,0.8,0.9,1.4,1.3,1.4,-
  Nordeste,54658515,3635612,3884173,4032203,4248011,4323619,4149083,4120941,4375876,4257413,3580926,3214139,2912160,2383852,1852655,1456102,983057,663916,352697,162016,54065,16001,26417802,1850002,1980224,2060450,2159783,2154612,2012459,1967699,2087900,2046195,1708507,1520928,1349747,1100933,841767,650891,431033,276632,137291,57781,18285,4682,28240713,1785610,1903949,1971753,2088228,2169007,2136624,2153242,2287975,2211217,1872420,1693210,1562413,1282918,1010888,805211,552024,387283,215406,104234,35780,11319,633490,76465,104896,76057,53669,39348,33586,32883,34362,33747,29332,25278,26695,20501,15645,12534,8250,5485,3029,1125,445,157,386722,55299,79943,55798,36640,23403,18368,16913,17047,16465,13741,11203,12196,9117,7176,5637,3568,2356,1259,417,122,54,246768,21166,24952,20259,17029,15944,15219,15970,17316,17282,15591,14075,14499,11385,8469,6897,4681,3130,1770,709,323,102,1.2,2.1,2.7,1.9,1.3,0.9,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.8,0.9,0.8,0.8,0.9,0.7,0.8,1,1.5,3,4,2.7,1.7,1.1,0.9,0.9,0.8,0.8,0.8,0.7,0.9,0.8,0.9,0.9,0.8,0.9,0.9,0.7,0.7,1.2,0.9,1.2,1.3,1,0.8,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.9,0.9,0.8,0.9,0.8,0.8,0.8,0.7,0.9,0.9
    Maranhão,6776699,517164,546507,581444,613621,573118,517500,521680,544608,496827,396296,342666,301440,249401,199473,150014,99403,67502,35645,14875,5092,2423,3329423,262540,278857,297097,311452,285023,252441,251190,263543,242498,193067,164874,141043,118331,94458,71258,46932,30581,15633,6098,1761,747,3447276,254624,267650,284347,302169,288095,265059,270490,281065,254330,203228,177792,160397,131071,105015,78756,52471,36921,20012,8777,3332,1676,75283,8175,11790,9282,6772,5258,3965,4212,4397,4382,3362,3085,2847,2108,2108,1441,833,700,401,111,49,3,45391,6060,8579,6575,4356,3160,2303,2205,2149,2101,1626,1256,1385,969,964,781,391,277,190,52,9,-,29892,2115,3211,2707,2415,2098,1662,2007,2248,2280,1736,1829,1462,1138,1144,660,442,423,211,59,40,3,1.1,1.6,2.2,1.6,1.1,0.9,0.8,0.8,0.8,0.9,0.8,0.9,0.9,0.8,1.1,1,0.8,1,1.1,0.7,1,0.1,1.4,2.3,3.1,2.2,1.4,1.1,0.9,0.9,0.8,0.9,0.8,0.8,1,0.8,1,1.1,0.8,0.9,1.2,0.9,0.5,-,0.9,0.8,1.2,1,0.8,0.7,0.6,0.7,0.8,0.9,0.9,1,0.9,0.9,1.1,0.8,0.8,1.1,1.1,0.7,1.2,0.2
    Piauí,3271199,216791,226182,239347,257898,258615,241858,246201,263490,250827,213459,187475,175611,144635,114300,93438,62847,40986,22946,10381,3471,441,1600602,110486,115054,122492,131984,129726,120099,119706,128060,122211,103641,90141,82408,67413,52751,42863,28447,18425,9092,4163,1298,140,1670597,106305,111128,116855,125914,128889,121758,126495,135430,128616,109818,97334,93203,77222,61549,50574,34400,22561,13854,6218,2173,301,37856,4428,6861,5065,3248,2525,1985,1966,1901,1810,1567,1327,1377,1325,768,649,452,332,166,77,27,-,23978,3279,5370,3732,2154,1552,1164,987,991,927,859,670,539,584,369,326,197,214,34,32,-,-,13878,1149,1491,1333,1094,972,822,980,910,883,708,658,838,741,399,324,255,117,132,45,27,-,1.2,2,3,2.1,1.3,1,0.8,0.8,0.7,0.7,0.7,0.7,0.8,0.9,0.7,0.7,0.7,0.8,0.7,0.7,0.8,-,1.5,3,4.7,3,1.6,1.2,1,0.8,0.8,0.8,0.8,0.7,0.7,0.9,0.7,0.8,0.7,1.2,0.4,0.8,-,-,0.8,1.1,1.3,1.1,0.9,0.8,0.7,0.8,0.7,0.7,0.6,0.7,0.9,1,0.6,0.6,0.7,0.5,1,0.7,1.2,-
    Ceará,8794957,575351,609873,619564,648490,700432,719213,697816,702836,665901,567180,517365,480240,376869,294561,240470,162642,115127,60132,29613,9507,1774,4257927,293661,311045,317455,329922,352055,350522,337482,338362,320527,269574,244114,222104,173855,132667,106742,71550,47567,24105,10980,3030,609,4537030,281690,298828,302109,318568,348377,368691,360334,364474,345374,297606,273251,258136,203013,161893,133728,91093,67560,36027,18633,6477,1165,126548,17790,23486,15462,10060,7412,6372,6225,6417,5619,5254,4747,5229,3585,2826,2266,1722,969,688,261,123,34,79245,12760,18161,11521,7053,4491,3423,3331,3390,2889,2447,2173,2190,1632,1275,952,727,339,314,126,30,21,47303,5030,5325,3941,3007,2921,2949,2894,3026,2731,2807,2574,3040,1953,1551,1314,995,630,374,136,93,13,1.4,3.1,3.9,2.5,1.6,1.1,0.9,0.9,0.9,0.8,0.9,0.9,1.1,1,1,0.9,1.1,0.8,1.1,0.9,1.3,1.9,1.9,4.3,5.8,3.6,2.1,1.3,1,1,1,0.9,0.9,0.9,1,0.9,1,0.9,1,0.7,1.3,1.1,1,3.5,1,1.8,1.8,1.3,0.9,0.8,0.8,0.8,0.8,0.8,0.9,0.9,1.2,1,1,1,1.1,0.9,1,0.7,1.4,1.1
    Rio Grande do Norte,3302729,205410,220919,230216,243205,254532,256054,254959,269696,257254,219193,201970,190615,150760,113802,90432,61663,43763,23111,10158,4022,996,1598762,104998,113168,117614,124009,128285,125273,123050,130181,123961,104584,95881,88427,69891,51144,39687,26695,18111,8944,3474,1130,253,1703967,100412,107751,112602,119196,126248,130781,131909,139514,133292,114610,106088,102188,80869,62658,50745,34968,25651,14167,6684,2892,743,37625,4488,6075,4723,3836,2149,2288,1753,2123,2106,1569,1519,1556,978,777,690,498,284,99,103,10,1,23454,3173,4778,3572,2730,1266,1281,902,993,1101,733,695,720,439,339,300,232,122,39,39,-,-,14170,1315,1296,1151,1106,883,1007,851,1130,1004,837,824,836,539,439,390,266,161,60,64,10,1,1.1,2.2,2.7,2.1,1.6,0.8,0.9,0.7,0.8,0.8,0.7,0.8,0.8,0.6,0.7,0.8,0.8,0.6,0.4,1,0.3,0.1,1.5,3,4.2,3,2.2,1,1,0.7,0.8,0.9,0.7,0.7,0.8,0.6,0.7,0.8,0.9,0.7,0.4,1.1,-,-,0.8,1.3,1.2,1,0.9,0.7,0.8,0.6,0.8,0.8,0.7,0.8,0.8,0.7,0.7,0.8,0.8,0.6,0.4,1,0.3,0.1
    Paraíba,3974687,264689,276649,285703,296392,300708,295961,296787,312605,305658,265411,237894,220464,176818,140583,114913,78827,56296,29974,12836,4215,1304,1918855,134893,141107,146938,151241,150740,144847,142922,150404,146801,126907,112220,102083,81160,62907,49839,33490,22772,11241,4418,1452,472,2055832,129795,135542,138765,145151,149968,151114,153865,162201,158856,138504,125673,118381,95658,77676,65074,45338,33524,18734,8418,2762,832,46560,6753,8726,5701,3895,2555,2329,2391,2214,2174,2005,1550,1702,1447,1033,860,573,330,231,57,10,25,28865,4873,6570,4388,2541,1500,1290,1175,1064,1022,1016,637,778,626,488,418,241,155,67,15,-,-,17695,1881,2156,1313,1354,1054,1039,1216,1150,1152,989,913,924,821,545,442,332,175,164,42,10,25,1.2,2.6,3.2,2,1.3,0.8,0.8,0.8,0.7,0.7,0.8,0.7,0.8,0.8,0.7,0.7,0.7,0.6,0.8,0.4,0.2,1.9,1.5,3.6,4.7,3,1.7,1,0.9,0.8,0.7,0.7,0.8,0.6,0.8,0.8,0.8,0.8,0.7,0.7,0.6,0.3,-,-,0.9,1.4,1.6,0.9,0.9,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.8,0.9,0.7,0.7,0.7,0.5,0.9,0.5,0.4,3
    Pernambuco,9058931,593076,645453,654720,686587,713680,679315,685468,707494,701715,612942,550132,492523,410129,317974,244503,164460,107296,56863,24540,7903,2158,4321320,301757,329103,334125,348466,356354,329488,325872,334488,333133,286866,253971,221180,183147,138290,103675,67884,42334,20515,7557,2475,641,4737611,291319,316351,320595,338121,357326,349827,359596,373006,368582,326075,296161,271344,226982,179684,140828,96576,64962,36348,16983,5428,1517,105852,12671,17858,13294,8920,6192,5504,5494,5580,5876,4976,3875,3964,3644,2642,2183,1444,988,499,157,73,16,63848,9150,13490,9911,6227,3684,2731,2717,2638,2870,2222,1750,1634,1562,1098,809,606,484,184,45,29,6,42004,3521,4367,3383,2693,2508,2773,2778,2942,3006,2754,2125,2330,2082,1545,1374,838,504,315,112,43,10,1.2,2.1,2.8,2,1.3,0.9,0.8,0.8,0.8,0.8,0.8,0.7,0.8,0.9,0.8,0.9,0.9,0.9,0.9,0.6,0.9,0.8,1.5,3,4.1,3,1.8,1,0.8,0.8,0.8,0.9,0.8,0.7,0.7,0.9,0.8,0.8,0.9,1.1,0.9,0.6,1.2,1,0.9,1.2,1.4,1.1,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.7,0.9,0.9,0.9,1,0.9,0.8,0.9,0.7,0.8,0.7
    Alagoas,3127683,227719,236735,246625,258248,258341,242571,227675,240321,233955,204367,180543,160287,129212,100860,75747,49305,30824,14868,6638,1984,860,1497419,115943,121036,124760,131732,127293,115368,106192,112333,110431,95708,83527,73396,58250,45494,33097,21404,12637,5535,2305,651,328,1630264,111776,115699,121865,126516,131048,127203,121483,127988,123525,108660,97016,86892,70961,55366,42650,27901,18186,9333,4333,1333,531,33143,3760,5401,4056,2832,2143,1631,1785,1736,1823,1406,1265,1442,1474,1005,612,311,292,128,37,4,-,19716,2792,4168,2819,1815,1230,852,906,842,906,611,506,704,591,409,231,121,118,68,22,4,-,13427,968,1233,1236,1017,913,779,879,894,917,795,759,738,883,596,381,190,174,60,15,-,-,1.1,1.7,2.3,1.6,1.1,0.8,0.7,0.8,0.7,0.8,0.7,0.7,0.9,1.1,1,0.8,0.6,0.9,0.9,0.6,0.2,-,1.3,2.4,3.4,2.3,1.4,1,0.7,0.9,0.7,0.8,0.6,0.6,1,1,0.9,0.7,0.6,0.9,1.2,1,0.6,-,0.8,0.9,1.1,1,0.8,0.7,0.6,0.7,0.7,0.7,0.7,0.8,0.8,1.2,1.1,0.9,0.7,1,0.6,0.4,-,-
    Sergipe,2210004,148007,157103,165166,172573,178782,175172,169765,177524,174238,147221,133837,116265,91869,70702,53256,35487,23028,12054,5548,1787,621,1057808,75451,80315,84412,87645,87833,83837,79986,83108,82138,68384,62366,53476,41965,31861,23495,15251,9088,4509,1818,686,184,1152196,72555,76788,80754,84928,90949,91335,89778,94416,92100,78836,71472,62789,49904,38841,29761,20236,13940,7544,3730,1101,438,25696,3508,4669,3476,1995,1555,1185,1321,1305,1177,1175,974,1013,830,621,360,222,146,87,57,18,-,16098,2639,3464,2551,1486,876,658,498,688,622,527,468,546,324,395,196,65,30,35,12,18,-,9597,869,1205,925,509,678,527,823,618,555,648,507,467,506,226,164,157,116,53,45,-,-,1.2,2.4,3,2.1,1.2,0.9,0.7,0.8,0.7,0.7,0.8,0.7,0.9,0.9,0.9,0.7,0.6,0.6,0.7,1,1,-,1.5,3.5,4.3,3,1.7,1,0.8,0.6,0.8,0.8,0.8,0.7,1,0.8,1.2,0.8,0.4,0.3,0.8,0.6,2.7,-,0.8,1.2,1.6,1.1,0.6,0.7,0.6,0.9,0.7,0.6,0.8,0.7,0.7,1,0.6,0.6,0.8,0.8,0.7,1.2,-,-
    Bahia,14141626,887406,964752,1009419,1070997,1085411,1021439,1020592,1157302,1171037,954857,862256,774714,654159,500401,393329,268422,179093,97105,47427,16083,5426,6835686,450272,490540,515558,543332,537304,490584,481299,547420,564495,459776,413834,365630,306921,232195,180234,119380,75116,37718,16968,5802,1308,7305940,437134,474212,493860,527665,548107,530856,539293,609881,606542,495081,448422,409084,347239,268205,213095,149042,103977,59387,30459,10282,4117,144928,14891,20030,14999,12110,9560,8326,7735,8690,8780,8018,6935,7564,5111,3863,3473,2195,1444,729,266,131,78,86126,10574,15362,10729,8277,5644,4664,4192,4292,4026,3701,3048,3699,2390,1838,1625,988,616,328,74,31,27,58802,4317,4668,4270,3834,3916,3662,3543,4398,4753,4317,3887,3864,2721,2025,1848,1207,828,401,192,100,51,1,1.7,2.1,1.5,1.1,0.9,0.8,0.8,0.8,0.7,0.8,0.8,1,0.8,0.8,0.9,0.8,0.8,0.8,0.6,0.8,1.4,1.3,2.3,3.1,2.1,1.5,1.1,1,0.9,0.8,0.7,0.8,0.7,1,0.8,0.8,0.9,0.8,0.8,0.9,0.4,0.5,2,0.8,1,1,0.9,0.7,0.7,0.7,0.7,0.7,0.8,0.9,0.9,0.9,0.8,0.8,0.9,0.8,0.8,0.7,0.6,1,1.2
  Sudeste,84840113,4790739,5306307,5199801,5478336,6153345,6273887,6386473,6727373,6884498,5873526,5546725,5170131,4618013,3734795,2754044,1792339,1152948,635034,276204,73358,12236,40859823,2434727,2704952,2661339,2792261,3103274,3110434,3123700,3258057,3313723,2800395,2628964,2399168,2108866,1675009,1205924,750031,454485,225795,86424,19851,2444,43980290,2356012,2601356,2538462,2686074,3050071,3163453,3262773,3469316,3570775,3073131,2917760,2770964,2509146,2059786,1548120,1042308,698463,409240,189780,53507,9792,1042066,103271,137034,98781,76143,67380,62943,61076,62849,62549,54916,51877,49648,46121,38942,29874,18596,11418,5943,2048,603,53,607155,73530,102403,71708,51604,40206,34747,31663,32693,30945,25703,23912,23305,19842,16609,13056,7477,4533,2385,627,165,40,434911,29741,34632,27073,24539,27175,28196,29413,30156,31604,29212,27964,26343,26279,22333,16818,11119,6886,3558,1421,438,13,1.2,2.2,2.6,1.9,1.4,1.1,1,1,0.9,0.9,0.9,0.9,1,1,1,1.1,1,1,0.9,0.7,0.8,0.4,1.5,3,3.8,2.7,1.8,1.3,1.1,1,1,0.9,0.9,0.9,1,0.9,1,1.1,1,1,1.1,0.7,0.8,1.6,1,1.3,1.3,1.1,0.9,0.9,0.9,0.9,0.9,0.9,1,1,1,1,1.1,1.1,1.1,1,0.9,0.7,0.8,0.1
    Minas Gerais,20539989,1186612,1256682,1265031,1364495,1525156,1534148,1536830,1581768,1628554,1392053,1335454,1264428,1117674,897854,662267,443424,290226,161885,71810,19944,3694,10015709,603898,640631,646495,692950,766997,763925,757182,774629,794885,673027,643572,598691,526934,419190,302419,194720,121496,62226,24695,6186,960,10524280,582714,616051,618536,671545,758159,770223,779648,807139,833669,719026,691882,665736,590740,478664,359848,248704,168730,99659,47114,13759,2734,228557,23758,32146,24015,17975,14560,13427,13184,12546,12963,11100,11058,10813,9571,7837,5517,3623,2426,1458,429,133,17,136542,16943,24059,17180,12004,8840,7572,7150,6772,6413,5521,5133,5348,4334,3686,2255,1397,1096,657,147,24,11,92015,6815,8086,6835,5971,5720,5855,6034,5774,6550,5579,5925,5465,5237,4151,3263,2227,1330,801,282,109,6,1.1,2,2.6,1.9,1.3,1,0.9,0.9,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.8,0.8,0.8,0.9,0.6,0.7,0.5,1.4,2.8,3.8,2.7,1.7,1.2,1,0.9,0.9,0.8,0.8,0.8,0.9,0.8,0.9,0.7,0.7,0.9,1.1,0.6,0.4,1.1,0.9,1.2,1.3,1.1,0.9,0.8,0.8,0.8,0.7,0.8,0.8,0.9,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.6,0.8,0.2
    Espírito Santo,3833712,240741,254304,246288,255842,277065,279495,291872,312445,314935,260864,242397,225469,200641,162192,111240,70187,46269,25862,11623,3324,655,1870063,122652,129492,126048,130036,139327,138159,142802,152048,153434,126717,117162,106970,94226,75614,50753,30885,18651,10105,3841,1033,107,1963649,118089,124812,120239,125806,137738,141337,149070,160397,161501,134148,125234,118499,106416,86578,60487,39302,27619,15757,7782,2292,548,51328,5265,8740,5922,4030,3459,3214,2930,3119,3007,2330,1956,1902,1598,1408,1093,669,329,261,47,32,17,31671,3789,6720,4611,2709,1981,1833,1547,1672,1537,1128,864,792,680,823,433,317,118,91,-,12,10,19658,1476,2020,1311,1321,1477,1381,1383,1447,1470,1202,1091,1110,918,586,661,352,211,170,47,20,7,1.3,2.2,3.4,2.4,1.6,1.2,1.1,1,1,1,0.9,0.8,0.8,0.8,0.9,1,1,0.7,1,0.4,1,2.6,1.7,3.1,5.2,3.7,2.1,1.4,1.3,1.1,1.1,1,0.9,0.7,0.7,0.7,1.1,0.9,1,0.6,0.9,-,1.2,9.8,1,1.3,1.6,1.1,1,1.1,1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7,1.1,0.9,0.8,1.1,0.6,0.9,1.2
    Rio de Janeiro,16055174,888420,1023552,957931,1007920,1149013,1158141,1160642,1210319,1284859,1104902,1055917,1011162,925495,762038,562948,357047,230384,130224,56447,15303,2511,7577675,448991,521542,491068,511958,572057,559586,552812,572543,608802,517249,491819,460616,414135,328771,237821,141906,83897,42735,15553,3480,337,8477499,439430,502010,466863,495962,576956,598554,607831,637776,676057,587654,564098,550546,511360,433267,325127,215142,146487,87490,40894,11823,2174,214637,20253,28919,20246,15601,14178,12692,12157,12108,12738,11756,10374,10538,9873,7740,6820,4041,2830,1243,451,82,-,123663,14139,21327,14869,10539,8547,7116,5947,5978,6211,5850,4842,4901,4247,3045,2927,1579,1070,389,102,38,-,90974,6113,7593,5377,5062,5631,5576,6210,6130,6526,5906,5531,5636,5626,4695,3892,2462,1760,854,349,44,-,1.3,2.3,2.8,2.1,1.5,1.2,1.1,1,1,1,1.1,1,1,1.1,1,1.2,1.1,1.2,1,0.8,0.5,-,1.6,3.1,4.1,3,2.1,1.5,1.3,1.1,1,1,1.1,1,1.1,1,0.9,1.2,1.1,1.3,0.9,0.7,1.1,-,1.1,1.4,1.5,1.2,1,1,0.9,1,1,1,1,1,1,1.1,1.1,1.2,1.1,1.2,1,0.9,0.4,-
    São Paulo,44411238,2474966,2771770,2730551,2850079,3202111,3302103,3397128,3622840,3656150,3115706,2912956,2669073,2374202,1912711,1417589,921681,586068,317064,136325,34786,5377,21396376,1259187,1413287,1397728,1457318,1624893,1648763,1670904,1758837,1756601,1483402,1376411,1232890,1073572,851433,614930,382521,230441,110730,42335,9153,1040,23014862,1215779,1358483,1332824,1392761,1577218,1653339,1726225,1864003,1899549,1632304,1536546,1436183,1300631,1061278,802659,539160,355627,206334,93990,25633,4337,547545,53995,67230,48597,38538,35184,33610,32805,35075,33841,29730,28489,26395,25080,21957,16444,10263,5833,2981,1121,357,19,315279,38658,50297,35047,26352,20838,18226,17019,18270,16784,13204,13073,12263,10581,9055,7442,4185,2248,1248,378,91,19,232265,15337,16933,13550,12186,14346,15384,15786,16805,17057,16526,15416,14132,14498,12902,9002,6079,3585,1734,743,266,-,1.2,2.2,2.4,1.8,1.4,1.1,1,1,1,0.9,1,1,1,1.1,1.1,1.2,1.1,1,0.9,0.8,1,0.4,1.5,3.1,3.6,2.5,1.8,1.3,1.1,1,1,1,0.9,0.9,1,1,1.1,1.2,1.1,1,1.1,0.9,1,1.8,1,1.3,1.2,1,0.9,0.9,0.9,0.9,0.9,0.9,1,1,1,1.1,1.2,1.1,1.1,1,0.8,0.8,1,-
  Sul,29937706,1776652,1913737,1831741,1912374,2178660,2290773,2294659,2327430,2303201,1996152,1940137,1889063,1647817,1320578,979255,637454,387668,205330,82465,19445,3116,14584204,907362,979257,936806,972175,1098246,1140845,1134038,1142788,1128393,967274,932818,892233,768836,607808,439334,274143,156517,73011,26283,5319,717,15353502,869290,934479,894935,940199,1080414,1149928,1160621,1184642,1174808,1028878,1007319,996830,878981,712770,539921,363310,231151,132319,56182,14126,2399,348433,40430,51268,36250,27239,22506,20711,19373,18299,18696,15601,15084,15294,15057,12072,8974,5981,3234,1527,683,135,19,212316,29730,38803,26988,18639,13711,11598,10598,9735,9492,7484,7365,6993,6920,5588,4052,2496,1299,587,203,26,10,136117,10700,12466,9263,8600,8795,9113,8776,8564,9204,8117,7719,8300,8137,6485,4922,3485,1934,940,479,109,9,1.2,2.3,2.7,2,1.4,1,0.9,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.7,0.8,0.7,0.6,1.5,3.3,4,2.9,1.9,1.2,1,0.9,0.9,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.5,1.4,0.9,1.2,1.3,1,0.9,0.8,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.9,0.9,0.9,1,0.8,0.7,0.9,0.8,0.4
    Paraná,11444380,700071,758746,738122,760913,845260,885892,871928,872840,874736,779163,756826,703483,594174,476587,346222,229643,139317,73534,29034,6682,1208,5577350,356539,387315,377432,386036,425277,441347,429347,427195,426433,377088,362641,330990,274358,218687,155881,100588,59284,28158,10355,2124,276,5867030,343532,371431,360690,374878,419983,444545,442581,445645,448303,402075,394184,372493,319816,257900,190341,129056,80032,45376,18679,4558,932,132604,16333,19442,14423,10219,8401,7493,7395,6447,6857,6236,6170,5859,5468,4392,3069,2316,1201,590,234,60,-,81091,11979,14726,10655,6989,5023,4011,4095,3552,3606,2872,3040,2654,2576,2065,1389,998,538,219,88,16,-,51513,4355,4716,3768,3230,3377,3482,3299,2895,3251,3364,3131,3205,2892,2327,1680,1317,663,371,146,44,-,1.2,2.3,2.6,2,1.3,1,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.9,0.9,0.9,1,0.9,0.8,0.8,0.9,-,1.5,3.4,3.8,2.8,1.8,1.2,0.9,1,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.9,1,0.9,0.8,0.9,0.8,-,0.9,1.3,1.3,1,0.9,0.8,0.8,0.7,0.6,0.7,0.8,0.8,0.9,0.9,0.9,0.9,1,0.8,0.8,0.8,1,-
